id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD9106,Demba,Demba,demba,CD9106,3,-5.236,22.117
CD9102,Dibaya,Dibaya,dibaya,CD9102,4,-6.391,22.771
CD9107,Dimbelenge,Dimbelenge,dimbelenge,CD9107,4,-5.022,22.684
CD9101,Kananga,Kananga,kananga,CD9101,6,-5.895,22.444
CD9105,Kazumba,Kazumba,kazumba,CD9105,5,-6.402,22.008
CD9104,Luiza,Luiza,luiza,CD9104,4,-7.201,22.477
