id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD8308,Katako-Kombe,Katako-Kombe,katako-kombe,CD8308,3,-3.372,24.414
CD8306,Kole,Kole,kole,CD8306,2,-3.424,22.503
CD8303,Lodja,Lodja,lodja,CD8303,3,-3.518,23.497
CD8307,Lomela,Lomela,lomela,CD8307,2,-2.398,23.415
CD8309,Lubefu,Lubefu,lubefu,CD8309,3,-4.689,24.331
CD8302,Lusambo,Lusambo,lusambo,CD8302,3,-5.009,23.417
