id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD4503,Befale,Befale,befale,CD4503,2,0.596,21.058
CD4502,Boende,Boende,boende,CD4502,2,-0.494,20.953
CD4506,Bokungu,Bokungu,bokungu,CD4506,3,-0.898,22.138
CD4504,Djolu,Djolu,djolu,CD4504,2,0.68,22.228
CD4505,Ikela,Ikela,ikela,CD4505,2,-0.989,23.087
CD4507,Monkoto,Monkoto,monkoto,CD4507,1,-1.597,20.9
