id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD8207,Kabeya-Kamwanga,Kabeya-Kamwanga,kabeya-kamwanga,CD8207,1,-6.028,23.122
CD8209,Katanda,Katanda,katanda,CD8209,2,-6.077,23.927
CD8208,Lupatapata,Lupatapata,lupatapata,CD8208,2,-6.023,23.602
CD8201,Mbuji-Mayi,Mbuji-Mayi,mbuji-mayi,CD8201,10,-6.111,23.61
CD8205,Miabi,Miabi,miabi,CD8205,2,-6.291,23.286
CD8202,Tshilenge,Tshilenge,tshilenge,CD8202,2,-6.465,23.621
