id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD3308,Bolobo,Bolobo,bolobo,CD3308,1,-2.648,16.361
CD3302,Inongo,Inongo,inongo,CD3302,3,-1.934,18.01
CD3303,Kiri,Kiri,kiri,CD3303,2,-1.724,19.097
CD3306,Kutu,Kutu,kutu,CD3306,2,-2.971,18.163
CD3307,Kwamouth,Kwamouth,kwamouth,CD3307,1,-3.617,16.683
CD3311,Mushie,Mushie,mushie,CD3311,1,-2.526,17.142
CD3304,Oshwe,Oshwe,oshwe,CD3304,3,-3.147,19.769
CD3310,Yumbi,Yumbi,yumbi,CD3310,1,-2.097,16.465
