id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD3202,Bagata,Bagata,bagata,CD3202,3,-3.929,17.965
CD3201,Bandundu,Bandundu,bandundu,CD3201,1,-3.319,17.454
CD3204,Bulungu,Bulungu,bulungu,CD3204,5,-4.699,18.698
CD3210,Gungu,Gungu,gungu,CD3210,3,-5.768,19.364
CD3206,Idiofa,Idiofa,idiofa,CD3206,6,-4.708,19.613
CD3203,Kikwit,Kikwit,kikwit,CD3203,2,-5.06,18.809
CD3212,Masi-Manimba,Masi-Manimba,masi-manimba,CD3212,4,-5.012,17.921
