id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD5409,Aru,Aru,aru,CD5409,6,3.029,30.457
CD5405,Djugu,Djugu,djugu,CD5405,13,1.886,30.381
CD5402,Irumu,Irumu,irumu,CD5402,6,1.27,30.017
CD5407,Mahagi,Mahagi,mahagi,CD5407,7,2.325,30.673
CD5403,Mambasa,Mambasa,mambasa,CD5403,4,1.531,28.784
