id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD7205,Dilolo,Dilolo,dilolo,CD7205,2,-10.539,23.309
CD7207,Kapanga,Kapanga,kapanga,CD7207,2,-8.488,22.796
CD7203,Lubudi,Lubudi,lubudi,CD7203,4,-10.358,26.479
CD7202,Mutshatsha,Mutshatsha,mutshatsha,CD7202,3,-10.858,25.166
CD7206,Sandoa,Sandoa,sandoa,CD7206,2,-9.383,22.975
