id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD3103,Feshi,Feshi,feshi,CD3103,3,-6.306,18.233
CD3105,Kahemba,Kahemba,kahemba,CD3105,2,-7.198,19.005
CD3106,Kasongo-Lunda,Kasongo-Lunda,kasongo-lunda,CD3106,5,-6.181,17.796
CD3102,Kenge,Kenge,kenge,CD3102,3,-5.104,17.018
CD3108,Popokabaka,Popokabaka,popokabaka,CD3108,1,-5.512,16.383
