id,name.local,name.en,name.slug,code.id,children_count.sector,geo.lat,geo.lon
CD6309,Kabambare,Kabambare,kabambare,CD6309,3,-4.414,27.776
CD6302,Kailo,Kailo,kailo,CD6302,1,-2.56,25.75
CD6311,Kasongo,Kasongo,kasongo,CD6311,3,-4.179,26.549
CD6313,Kibombo,Kibombo,kibombo,CD6313,2,-4.082,25.488
CD6301,Kindu,Kindu,kindu,CD6301,2,-2.974,25.918
CD6305,Lubutu,Lubutu,lubutu,CD6305,2,-0.716,27.022
CD6307,Pangi,Pangi,pangi,CD6307,3,-3.132,26.618
CD6303,Punia,Punia,punia,CD6303,2,-1.706,26.752
